"","head.bee","gaster.bee","mesosoma.bee","head.ant","gaster.ant","mesosoma.ant","head.overlap","gaster.overlap","mesosoma.overlap"
"500",2,0,0,8,1,0,0,0,0
"501",0,0,0,2,0,0,0,0,0
"502",38,0,0,140,206,102,1,0,0
"503",2,0,0,2,2,0,0,0,0
"504",1,0,0,0,0,1,0,0,0
"505",0,4,0,0,19,1,0,0,0
"506",0,0,0,7,206,168,0,0,0
"507",2,0,871,2,0,0,0,0,0
"508",0,0,3,0,1,0,0,0,0
"509",2,0,0,0,1,0,0,0,0
"510",0,0,0,8,19,0,0,0,0
"511",2,0,3,7,19,0,0,0,0
"512",1,0,3,0,0,0,0,0,0
"513",38,4,0,0,2,0,0,0,0
"514",2,0,0,7,1,168,0,0,0
"515",0,4,0,8,19,1,0,0,0
"516",38,0,0,0,19,1,0,0,0
"517",38,0,3,0,19,102,0,0,0
"518",2,699,0,0,0,0,0,0,0
"519",1,0,3,0,19,102,0,0,0
"520",0,0,0,0,1,0,0,0,0
"521",0,4,3,0,2,102,0,0,0
"522",0,4,0,7,0,0,0,0,0
"523",2,0,0,8,6,0,0,0,0
"524",0,699,3,8,2,0,0,2,0
"525",347,0,0,143,1,0,16,0,0
"526",347,0,0,2,19,0,0,0,0
"527",0,0,0,2,2,0,0,0,0
"528",0,0,0,2,206,0,0,0,0
"529",2,0,0,8,0,0,0,0,0
"530",0,0,0,8,206,0,0,0,0
"531",38,0,0,0,0,102,0,0,0
"532",2,0,0,0,19,0,0,0,0
"533",38,0,3,0,0,1,0,0,0
"534",38,0,3,2,19,0,0,0,0
"535",2,0,871,8,19,0,0,0,0
"536",0,0,0,7,6,0,0,0,0
"537",38,4,0,0,6,1,0,0,0
"538",347,0,0,7,6,0,0,0,0
"539",38,699,0,0,1,0,0,0,0
"540",347,0,3,7,19,0,0,0,0
"541",1,0,0,0,0,102,0,0,0
"542",1,4,0,8,19,0,0,0,0
"543",0,0,0,8,2,168,0,0,0
"544",0,0,871,8,1,0,0,0,0
"545",0,0,0,7,2,0,0,0,0
"546",0,0,0,7,0,0,0,0,0
"547",2,699,0,7,1,102,0,0,0
"548",0,4,3,0,19,0,0,0,0
"549",2,0,0,0,2,0,0,0,0
"550",2,0,3,2,6,0,0,0,0
"551",0,4,0,8,1,0,0,0,0
"552",0,0,0,140,2,102,0,0,0
"553",1,0,3,0,0,0,0,0,0
"554",2,0,0,140,2,0,0,0,0
"555",347,0,0,8,0,102,1,0,0
"556",2,0,0,0,19,0,0,0,0
"557",347,0,871,8,6,0,1,0,0
"558",0,0,0,140,0,0,0,0,0
"559",2,0,0,143,19,0,0,0,0
"560",38,4,0,7,19,102,0,0,0
"561",0,0,0,8,19,0,0,0,0
"562",347,4,0,0,19,102,0,0,0
"563",2,4,871,2,2,0,0,0,0
"564",2,4,0,2,2,102,0,0,0
"565",0,0,0,2,2,102,0,0,0
"566",2,0,0,0,6,0,0,0,0
"567",38,0,0,2,0,168,0,0,0
"568",2,0,0,0,2,168,0,0,0
"569",347,0,3,2,2,102,0,0,0
"570",0,0,0,2,2,168,0,0,0
"571",2,699,0,8,0,0,0,0,0
"572",0,0,0,8,1,0,0,0,0
"573",38,0,0,8,0,0,0,0,0
"574",0,0,0,0,0,1,0,0,0
"575",38,0,0,8,19,0,0,0,0
"576",0,0,0,7,206,0,0,0,0
"577",0,0,3,8,2,1,0,0,0
"578",347,0,0,0,0,0,0,0,0
"579",0,0,3,0,2,0,0,0,0
"580",347,4,0,143,6,0,16,0,0
"581",0,0,0,2,1,0,0,0,0
"582",0,0,0,8,2,1,0,0,0
"583",0,0,0,2,1,0,0,0,0
"584",2,699,0,8,19,0,0,2,0
"585",1,0,3,7,0,0,0,0,0
"586",38,0,3,0,0,0,0,0,0
"587",0,699,3,0,1,0,0,0,0
"588",0,0,0,7,1,102,0,0,0
"589",2,0,0,8,19,1,0,0,0
"590",347,4,0,8,0,0,1,0,0
"591",1,4,3,0,19,1,0,0,0
"592",0,0,871,0,2,168,0,0,7
"593",0,0,0,8,1,168,0,0,0
"594",347,0,0,143,0,102,16,0,0
"595",1,0,0,7,1,0,0,0,0
"596",0,0,0,0,2,0,0,0,0
"597",2,699,0,7,206,0,0,29,0
"598",347,699,0,8,2,0,1,2,0
"599",38,0,0,8,206,102,0,0,0
"600",38,699,3,7,19,102,0,2,0
"601",0,0,3,7,0,102,0,0,0
"602",38,4,0,2,0,0,0,0,0
"603",0,4,3,0,19,102,0,0,0
"604",1,4,0,0,19,0,0,0,0
"605",0,4,871,7,2,0,0,0,0
"606",0,4,0,2,0,1,0,0,0
"607",0,0,0,140,19,0,0,0,0
"608",38,0,0,143,1,102,0,0,0
"609",38,0,3,2,2,102,0,0,0
"610",0,0,0,2,206,102,0,0,0
"611",347,0,3,7,0,1,0,0,0
"612",0,0,3,143,0,102,0,0,0
"613",2,0,0,0,1,0,0,0,0
"614",2,0,0,0,2,0,0,0,0
"615",0,0,0,8,206,0,0,0,0
"616",1,0,3,7,0,0,0,0,0
"617",38,0,3,7,2,102,0,0,0
"618",2,0,0,143,1,0,0,0,0
"619",0,4,0,7,6,0,0,0,0
"620",1,0,0,7,2,0,0,0,0
"621",1,0,0,0,1,0,0,0,0
"622",0,0,0,143,0,102,0,0,0
"623",0,4,3,140,2,102,0,0,0
"624",2,0,3,0,206,102,0,0,0
"625",1,0,3,8,1,1,0,0,0
"626",1,0,0,7,19,0,0,0,0
"627",347,0,3,2,0,102,0,0,0
"628",38,0,0,8,2,102,0,0,0
"629",38,0,0,0,2,0,0,0,0
"630",0,699,0,0,19,0,0,2,0
"631",0,0,3,143,2,0,0,0,0
"632",38,0,0,2,0,0,0,0,0
"633",38,0,871,8,6,1,0,0,0
"634",0,0,0,7,1,102,0,0,0
"635",1,0,3,0,1,1,0,0,0
"636",38,0,0,0,1,0,0,0,0
"637",0,699,3,0,19,102,0,2,0
"638",38,0,3,0,19,102,0,0,0
"639",2,4,0,7,2,0,0,0,0
"640",38,0,0,7,6,168,0,0,0
"641",0,4,871,0,2,1,0,0,0
"642",347,699,0,0,6,0,0,0,0
"643",347,0,3,0,0,168,0,0,0
"644",0,0,0,0,1,0,0,0,0
"645",2,0,0,0,0,1,0,0,0
"646",0,0,0,0,6,1,0,0,0
"647",2,0,3,143,19,0,0,0,0
"648",0,0,0,0,19,102,0,0,0
"649",2,4,0,0,0,168,0,0,0
"650",38,0,0,7,2,102,0,0,0
"651",0,0,0,8,1,0,0,0,0
"652",0,0,0,0,1,0,0,0,0
"653",1,4,0,0,19,168,0,0,0
"654",347,4,3,8,206,0,1,0,0
"655",38,4,0,0,1,0,0,0,0
"656",2,0,3,7,0,0,0,0,0
"657",0,0,0,7,1,0,0,0,0
"658",0,0,0,143,1,102,0,0,0
"659",38,0,3,143,2,0,0,0,0
"660",2,699,3,7,206,1,0,29,0
"661",0,0,0,0,0,0,0,0,0
"662",0,0,0,8,19,102,0,0,0
"663",38,699,871,7,1,102,0,0,6
"664",0,0,0,0,19,168,0,0,0
"665",1,4,3,140,19,168,0,0,0
"666",1,0,3,7,19,0,0,0,0
"667",0,0,0,140,2,102,0,0,0
"668",347,0,0,7,19,1,0,0,0
"669",1,0,0,8,19,168,0,0,0
"670",0,0,0,140,0,102,0,0,0
"671",347,0,3,7,1,0,0,0,0
"672",2,4,0,7,0,102,0,0,0
"673",0,0,0,143,206,0,0,0,0
"674",2,699,0,0,19,0,0,2,0
"675",38,699,3,0,19,102,0,2,0
"676",0,0,0,8,2,0,0,0,0
"677",38,0,3,0,19,168,0,0,0
"678",2,0,0,8,0,0,0,0,0
"679",0,0,0,0,0,0,0,0,0
"680",1,0,0,7,1,0,0,0,0
"681",347,0,3,8,1,102,1,0,0
"682",1,0,0,0,206,0,0,0,0
"683",0,0,0,7,1,1,0,0,0
"684",347,0,0,8,6,0,1,0,0
"685",0,0,0,0,0,168,0,0,0
"686",347,0,3,8,0,168,1,0,0
"687",38,0,0,0,0,0,0,0,0
"688",0,0,0,0,0,0,0,0,0
"689",2,0,3,0,1,102,0,0,0
"690",347,4,0,0,0,0,0,0,0
"691",347,0,0,143,206,102,16,0,0
"692",38,699,0,7,1,0,0,0,0
"693",38,0,3,0,1,0,0,0,0
"694",0,0,0,0,19,0,0,0,0
"695",38,0,871,8,19,0,0,0,0
"696",2,0,3,0,206,0,0,0,0
"697",1,0,3,2,2,102,0,0,0
"698",347,0,0,8,19,102,1,0,0
"699",1,0,0,8,0,0,0,0,0
"700",347,0,3,8,0,102,1,0,0
"701",0,699,0,7,6,0,0,0,0
"702",38,0,0,0,0,102,0,0,0
"703",0,0,0,0,0,1,0,0,0
"704",2,0,871,7,0,0,0,0,0
"705",0,699,0,0,1,102,0,0,0
"706",0,0,0,0,1,0,0,0,0
"707",0,0,3,7,2,0,0,0,0
"708",2,4,0,8,19,102,0,0,0
"709",0,4,3,8,206,168,0,0,0
"710",347,0,0,7,2,0,0,0,0
"711",0,0,3,8,0,0,0,0,0
"712",347,0,0,7,0,0,0,0,0
"713",38,0,3,8,19,102,0,0,0
"714",2,0,0,2,2,0,0,0,0
"715",0,4,3,140,19,0,0,0,0
"716",38,4,871,0,19,1,0,0,0
"717",2,0,0,8,19,0,0,0,0
"718",38,4,0,0,2,0,0,0,0
"719",2,0,0,0,206,0,0,0,0
"720",2,0,0,0,1,0,0,0,0
"721",1,0,0,0,2,0,0,0,0
"722",0,0,0,7,1,102,0,0,0
"723",347,4,0,7,1,1,0,0,0
"724",0,0,0,0,1,102,0,0,0
"725",38,0,0,2,19,102,0,0,0
"726",0,0,0,143,206,0,0,0,0
"727",1,0,0,0,206,102,0,0,0
"728",38,0,0,0,1,0,0,0,0
"729",2,0,0,7,0,1,0,0,0
"730",2,699,0,0,0,0,0,0,0
"731",2,0,0,2,19,0,0,0,0
"732",38,0,0,0,19,0,0,0,0
"733",38,0,0,2,2,102,0,0,0
"734",2,0,0,0,19,168,0,0,0
"735",347,699,3,2,0,168,0,0,0
"736",0,4,0,143,2,168,0,0,0
"737",38,0,3,0,19,1,0,0,0
"738",1,0,3,140,19,102,0,0,0
"739",0,0,0,0,0,0,0,0,0
"740",2,699,0,7,1,0,0,0,0
"741",0,0,0,0,1,1,0,0,0
"742",2,0,0,7,6,0,0,0,0
"743",0,0,0,0,1,0,0,0,0
"744",38,0,3,7,2,0,0,0,0
"745",38,0,3,8,206,102,0,0,0
"746",0,0,0,0,1,0,0,0,0
"747",2,0,0,8,6,0,0,0,0
"748",2,0,0,7,0,0,0,0,0
"749",0,0,0,8,1,102,0,0,0
"750",0,0,0,2,19,102,0,0,0
"751",0,0,0,0,206,0,0,0,0
"752",0,0,0,8,0,168,0,0,0
"753",38,699,871,7,0,1,0,0,0
"754",38,4,0,8,1,0,0,0,0
"755",38,699,0,0,19,0,0,2,0
"756",2,0,3,7,0,0,0,0,0
"757",347,0,0,0,2,0,0,0,0
"758",0,0,0,0,6,0,0,0,0
"759",2,699,871,143,6,0,0,0,0
"760",38,4,0,8,2,0,0,0,0
"761",0,0,0,0,206,168,0,0,0
"762",2,0,0,0,19,0,0,0,0
"763",2,0,0,8,1,0,0,0,0
"764",0,0,0,8,0,0,0,0,0
"765",347,0,0,7,2,168,0,0,0
"766",2,4,0,8,19,0,0,0,0
"767",347,0,0,0,19,0,0,0,0
"768",2,0,0,2,6,168,0,0,0
"769",38,4,0,0,1,168,0,0,0
"770",38,0,0,0,6,0,0,0,0
"771",0,0,0,7,1,0,0,0,0
"772",38,4,3,0,19,0,0,0,0
"773",2,0,0,8,19,102,0,0,0
"774",1,0,0,8,19,0,0,0,0
"775",38,0,0,2,6,1,0,0,0
"776",347,0,871,143,0,0,16,0,0
"777",0,0,0,0,19,102,0,0,0
"778",2,0,0,8,19,102,0,0,0
"779",2,0,0,7,1,168,0,0,0
"780",2,4,3,0,6,0,0,0,0
"781",0,0,871,0,0,168,0,0,7
"782",2,0,0,0,1,0,0,0,0
"783",0,0,0,7,2,0,0,0,0
"784",0,4,0,143,19,1,0,0,0
"785",0,0,0,7,1,0,0,0,0
"786",38,0,871,7,1,0,0,0,0
"787",38,0,3,0,1,168,0,0,0
"788",38,699,0,140,19,1,1,2,0
"789",0,0,3,0,2,0,0,0,0
"790",0,0,3,0,19,0,0,0,0
"791",0,4,0,7,0,0,0,0,0
"792",0,0,0,7,0,0,0,0,0
"793",38,0,3,8,6,168,0,0,0
"794",38,0,0,0,0,0,0,0,0
"795",347,0,0,7,19,1,0,0,0
"796",0,0,3,0,2,0,0,0,0
"797",2,0,871,7,0,168,0,0,7
"798",0,4,0,7,6,0,0,0,0
"799",1,0,0,140,2,168,0,0,0
"800",2,0,3,8,19,168,0,0,0
"801",0,0,0,0,1,1,0,0,0
"802",0,0,0,7,0,102,0,0,0
"803",2,699,3,7,6,102,0,0,0
"804",1,0,0,0,19,0,0,0,0
"805",0,0,0,0,206,0,0,0,0
"806",0,699,3,0,19,1,0,2,0
"807",38,4,0,0,2,0,0,0,0
"808",38,0,0,7,1,0,0,0,0
"809",0,0,0,0,0,102,0,0,0
"810",1,0,0,0,0,0,0,0,0
"811",38,4,3,0,0,0,0,0,0
"812",2,0,0,0,2,0,0,0,0
"813",0,0,0,7,1,102,0,0,0
"814",0,0,871,140,6,102,0,0,6
"815",347,4,3,7,2,0,0,0,0
"816",2,0,3,8,1,102,0,0,0
"817",38,0,0,8,19,0,0,0,0
"818",0,0,0,7,206,1,0,0,0
"819",1,0,3,0,1,0,0,0,0
"820",38,699,3,7,19,1,0,2,0
"821",0,0,3,0,1,0,0,0,0
"822",2,4,3,140,0,0,0,0,0
"823",2,4,0,0,2,0,0,0,0
"824",1,0,0,0,19,102,0,0,0
"825",347,0,0,7,6,102,0,0,0
"826",347,4,0,7,19,1,0,0,0
"827",0,4,871,140,1,102,0,0,6
"828",38,0,0,7,1,1,0,0,0
"829",0,0,0,0,1,168,0,0,0
"830",38,699,0,8,0,168,0,0,0
"831",1,0,0,0,0,102,0,0,0
"832",38,0,0,7,0,102,0,0,0
"833",0,0,0,143,19,0,0,0,0
"834",0,699,0,0,2,0,0,2,0
"835",0,4,3,2,1,0,0,0,0
"836",38,0,3,0,1,0,0,0,0
"837",0,0,0,140,2,102,0,0,0
"838",0,0,0,2,0,168,0,0,0
"839",38,0,0,8,19,102,0,0,0
"840",38,0,0,8,2,0,0,0,0
"841",1,0,0,0,0,0,0,0,0
"842",0,0,0,0,6,0,0,0,0
"843",38,4,871,0,0,102,0,0,6
"844",0,699,0,0,1,102,0,0,0
"845",0,0,0,7,19,0,0,0,0
"846",1,0,0,2,2,0,0,0,0
"847",0,0,3,0,1,0,0,0,0
"848",347,0,0,0,2,0,0,0,0
"849",0,0,0,8,206,102,0,0,0
"850",2,0,3,7,1,0,0,0,0
"851",0,0,3,2,0,102,0,0,0
"852",2,0,0,0,19,102,0,0,0
"853",347,4,3,0,6,0,0,0,0
"854",38,0,0,0,0,1,0,0,0
"855",0,4,871,0,1,0,0,0,0
"856",1,0,871,0,0,0,0,0,0
"857",0,4,871,7,1,0,0,0,0
"858",347,0,0,7,2,0,0,0,0
"859",1,4,3,0,19,0,0,0,0
"860",38,4,0,0,1,0,0,0,0
"861",0,0,0,2,1,102,0,0,0
"862",38,0,871,140,0,168,1,0,7
"863",0,0,3,0,1,168,0,0,0
"864",38,0,0,0,0,0,0,0,0
"865",1,0,0,143,1,0,0,0,0
"866",2,0,0,8,1,168,0,0,0
"867",2,0,0,143,19,0,0,0,0
"868",38,699,0,0,1,102,0,0,0
"869",0,0,0,140,1,102,0,0,0
"870",2,0,0,0,206,0,0,0,0
"871",0,4,871,8,1,102,0,0,6
"872",2,0,871,7,19,0,0,0,0
"873",0,0,0,0,1,0,0,0,0
"874",347,4,0,143,206,0,16,0,0
"875",0,4,0,7,1,1,0,0,0
"876",0,0,0,7,206,0,0,0,0
"877",38,0,3,0,19,168,0,0,0
"878",38,0,871,8,206,0,0,0,0
"879",347,0,0,7,6,0,0,0,0
"880",347,4,0,0,6,168,0,0,0
"881",0,0,3,8,19,0,0,0,0
"882",1,4,0,0,206,0,0,0,0
"883",1,4,0,8,206,168,0,0,0
"884",0,0,0,8,0,0,0,0,0
"885",0,4,3,7,2,0,0,0,0
"886",38,0,0,8,206,168,0,0,0
"887",0,4,0,8,1,0,0,0,0
"888",38,0,0,7,0,168,0,0,0
"889",0,0,0,8,0,1,0,0,0
"890",38,0,871,7,19,0,0,0,0
"891",2,4,0,8,0,0,0,0,0
"892",38,0,0,0,6,102,0,0,0
"893",0,0,0,7,1,0,0,0,0
"894",347,4,871,143,1,0,16,0,0
"895",38,0,0,0,0,0,0,0,0
"896",0,4,0,2,1,0,0,0,0
"897",1,0,871,0,2,0,0,0,0
"898",1,699,0,8,19,0,0,2,0
"899",0,0,0,7,19,0,0,0,0
"900",0,0,0,8,2,0,0,0,0
"901",38,0,0,0,0,0,0,0,0
"902",0,0,871,7,0,0,0,0,0
"903",0,0,0,8,2,0,0,0,0
"904",2,4,0,2,1,0,0,0,0
"905",2,0,0,0,2,0,0,0,0
"906",2,0,0,7,206,1,0,0,0
"907",2,0,0,143,0,0,0,0,0
"908",0,0,0,7,19,0,0,0,0
"909",347,0,0,0,1,0,0,0,0
"910",347,0,3,140,1,0,17,0,0
"911",0,0,3,0,0,102,0,0,0
"912",0,0,0,0,0,102,0,0,0
"913",347,0,0,2,0,168,0,0,0
"914",0,0,0,0,1,0,0,0,0
"915",2,0,0,7,206,0,0,0,0
"916",38,699,0,0,2,0,0,2,0
"917",38,0,3,2,2,0,0,0,0
"918",38,0,0,8,1,1,0,0,0
"919",2,4,0,2,19,102,0,0,0
"920",0,0,0,0,1,102,0,0,0
"921",2,4,0,8,0,0,0,0,0
"922",0,0,3,0,1,0,0,0,0
"923",0,4,0,0,206,0,0,0,0
"924",2,4,0,0,0,0,0,0,0
"925",0,0,0,0,2,0,0,0,0
"926",0,0,0,8,19,1,0,0,0
"927",1,4,0,8,2,102,0,0,0
"928",347,0,0,0,2,102,0,0,0
"929",1,4,0,140,2,1,0,0,0
"930",2,4,3,0,1,0,0,0,0
"931",0,0,0,0,2,0,0,0,0
"932",2,0,0,8,206,0,0,0,0
"933",0,4,0,2,1,0,0,0,0
"934",0,0,0,0,2,0,0,0,0
"935",0,4,0,8,2,0,0,0,0
"936",0,699,0,8,6,0,0,0,0
"937",1,0,0,2,2,0,0,0,0
"938",2,0,0,8,6,102,0,0,0
"939",347,0,0,140,206,0,17,0,0
"940",0,0,3,0,19,0,0,0,0
"941",0,0,0,143,206,0,0,0,0
"942",2,0,0,0,0,0,0,0,0
"943",0,0,0,7,1,0,0,0,0
"944",38,699,0,7,1,0,0,0,0
"945",2,0,0,8,1,168,0,0,0
"946",38,0,871,7,2,1,0,0,0
"947",0,0,0,0,206,0,0,0,0
"948",0,0,871,0,206,0,0,0,0
"949",0,0,0,8,6,0,0,0,0
"950",0,0,0,0,1,0,0,0,0
"951",2,0,0,140,19,0,0,0,0
"952",38,0,0,2,1,0,0,0,0
"953",38,699,0,2,206,0,0,29,0
"954",347,0,0,0,2,0,0,0,0
"955",38,4,871,140,1,1,1,0,0
"956",0,0,0,7,1,0,0,0,0
"957",0,0,0,8,6,102,0,0,0
"958",347,0,871,140,2,0,17,0,0
"959",0,4,0,8,0,0,0,0,0
"960",0,0,0,8,0,0,0,0,0
"961",0,0,3,0,19,102,0,0,0
"962",0,699,0,0,19,102,0,2,0
"963",1,0,0,7,1,168,0,0,0
"964",38,0,0,0,6,0,0,0,0
"965",2,0,3,140,0,0,0,0,0
"966",2,0,0,7,0,168,0,0,0
"967",2,0,0,8,2,0,0,0,0
"968",1,4,871,7,206,102,0,0,6
"969",0,0,0,0,1,102,0,0,0
"970",0,4,0,143,1,102,0,0,0
"971",0,699,0,0,1,168,0,0,0
"972",0,0,3,8,19,0,0,0,0
"973",1,0,0,7,2,0,0,0,0
"974",1,699,0,0,19,102,0,2,0
"975",2,0,0,8,1,102,0,0,0
"976",2,0,0,0,2,0,0,0,0
"977",347,0,0,8,0,0,1,0,0
"978",38,4,0,0,2,0,0,0,0
"979",38,4,3,7,1,102,0,0,0
"980",0,0,3,7,1,102,0,0,0
"981",38,0,3,8,2,0,0,0,0
"982",0,0,0,2,2,1,0,0,0
"983",1,0,0,7,2,0,0,0,0
"984",0,0,0,8,206,0,0,0,0
"985",0,0,0,7,6,0,0,0,0
"986",347,4,3,8,6,1,1,0,0
"987",0,0,3,0,19,0,0,0,0
"988",0,699,0,7,1,168,0,0,0
"989",38,0,0,0,1,1,0,0,0
"990",347,0,0,0,19,102,0,0,0
"991",0,4,0,8,19,102,0,0,0
"992",38,0,0,140,19,102,1,0,0
"993",38,0,0,7,1,102,0,0,0
"994",2,4,871,8,1,0,0,0,0
"995",38,0,0,8,1,168,0,0,0
"996",38,0,0,7,2,0,0,0,0
"997",38,0,0,0,19,0,0,0,0
"998",2,0,3,7,0,0,0,0,0
"999",2,4,3,0,19,0,0,0,0
"1000",38,0,0,0,19,168,0,0,0
